Device,Completed,Start,End,PG0Dis,PG0Shown,PG0Submit,PG1PsnUse,PG1WdAuth,PG1Trn,PG1Other,PG1Submit,PG2Resp,PG2Submit,PG2Resp,PG3Submit,PG4Dtr0_6,PG4Psv7_8,PG4Prm9_10,PG4AllResp,PG4Submit,PG5_1RRPQ,PG5_1Order,PG5_1Time,PG5_2BNUI,PG5_2Order,PG5_2Time,PG5_3HDS,PG5_3Order,PG5_3Time,PG5_4VGP,PG5_4Order,PG5_4Time,PG5_5PHR,PG5_5Order,PG5_5Time,PG5_6SSYOP,PG5_6Order,PG5_6Time,PG5_7NDYP,PG5_7Order,PG5_7Time,PG5_8CP,PG5_8Order,PG5_8Time,PG5_9FRP,PG5_9Order,PG5_9Time,PG5_10RPA,PG5_10Order,PG5_10Time,PG5_11NSG,PG5_11Order,PG5_11Time,PG5_12NWG,PG5_12Order,PG5_12Time,PG5_13NFG,PG5_13Order,PG5_13Time,PG5Submit,PG6Resp,PG6Submit,PG7R,PG7C/C++,PG7Java,PG7Python,PG7Javascript,PG7Go,PG7C#,PG7Other,PG7Submit,PG8Resp,PG8Submit,PG9Resp,PG9Submit,PG10Resp,PG10Submit,PG11Resp,PG11Submit,PG12Resp,PG12Submit
PC,TRUE,2018-10-15 8:33:53,2018-10-15 8:37:42,24,47,2018-10-15 8:33:57,,,For a training / class that I took,,2018-10-15 8:35:01,Not sure,2018-10-15 8:35:09,"The core ""data.frame"" object lacked functionality that I needed",2018-10-15 8:35:28,,8,,8,2018-10-15 8:35:34,,,,,,,,,,Medium Priority,2,2018-10-15 8:36:35,,,,,,,,,,,,,,,,Medium Priority,1,2018-10-15 8:36:12,,,,,,,,,,2018-10-15 8:36:36,20 years or more,2018-10-15 8:36:47,R,C/C++,,,,,,,2018-10-15 8:36:56,University Professor,2018-10-15 8:37:08,More than 25,2018-10-15 8:37:21,Not native - full working proficiency,2018-10-15 8:37:29,Male,2018-10-15 8:37:35,45 - 54,2018-10-15 8:37:40
PC,FALSE,2018-10-15 8:46:43,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-15 9:14:14,2018-10-15 9:17:27,0,0,2018-10-15 9:14:19,,,,Commercial use,2018-10-15 9:15:02,No,2018-10-15 9:15:17,Chose the package to be compatible with other packages in my project,2018-10-15 9:15:46,,,10,10,2018-10-15 9:15:51,,,,,,,Medium Priority,4,2018-10-15 9:16:34,,,,High Priority,1,2018-10-15 9:16:22,,,,,,,Medium Priority,3,2018-10-15 9:16:30,High Priority,5,2018-10-15 9:16:39,High Priority,2,2018-10-15 9:16:25,,,,,,,,,,2018-10-15 9:16:40,6 - 8 years,2018-10-15 9:16:48,,,,Python,,,,,2018-10-15 9:16:55,Data Scientist,2018-10-15 9:17:02,More than 25,2018-10-15 9:17:10,Native,2018-10-15 9:17:16,Male,2018-10-15 9:17:21,35 - 44,2018-10-15 9:17:26
PC,TRUE,2018-10-15 10:28:11,2018-10-15 10:31:26,0,0,2018-10-15 10:28:17,For personal work and/or research use,,,,2018-10-15 10:28:30,No,2018-10-15 10:28:52,"The core ""data.frame"" object lacked functionality that I needed",2018-10-15 10:29:22,,8,,8,2018-10-15 10:29:27,,,,,,,High Priority,5,2018-10-15 10:29:55,,,,Medium Priority,3,2018-10-15 10:29:48,,,,,,,Essential,1,2018-10-15 10:29:39,High Priority,2,2018-10-15 10:29:46,,,,,,,,,,,,,2018-10-15 10:29:58,6 - 8 years,2018-10-15 10:30:05,R,,,Python,,,,,2018-10-15 10:30:12,Lecturer and Researcher,2018-10-15 10:30:26,7 - 10,2018-10-15 10:31:12,Native,2018-10-15 10:31:16,Male,2018-10-15 10:31:21,35 - 44,2018-10-15 10:31:25
PC,FALSE,2018-10-15 10:52:51,,0,0,2018-10-15 10:53:07,For personal work and/or research use,,,,2018-10-15 10:53:20,Yes,2018-10-15 10:53:30,"The core ""data.frame"" object lacked functionality that I needed",2018-10-15 10:53:53,,,9,9,2018-10-15 10:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-15 12:27:39,2018-10-15 12:31:01,0,0,2018-10-15 12:27:52,For personal work and/or research use,,,,2018-10-15 12:28:03,Yes,2018-10-15 12:28:13,usage of a specific function of the package,2018-10-15 12:29:02,,8,,8,2018-10-15 12:29:15,,,,,,,,,,,,,High Priority,3,2018-10-15 12:30:00,,,,,,,High Priority,2,2018-10-15 12:29:38,,,,,,,,,,,,,,,,2018-10-15 12:30:08,6 - 8 years,2018-10-15 12:30:16,R,,,,,,,,2018-10-15 12:30:23,Data Scientist,2018-10-15 12:30:30,4 - 6,2018-10-15 12:30:37,Not native - full working proficiency,2018-10-15 12:30:48,Prefer not to answer,2018-10-15 12:30:53,35 - 44,2018-10-15 12:31:00
PC,FALSE,2018-10-15 13:06:40,,1,2,2018-10-15 13:06:52,For personal work and/or research use,,,,2018-10-15 13:07:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-15 13:31:23,2018-10-15 13:34:45,0,0,2018-10-15 13:31:33,,,,For a humanitarian data analysis project used by wider audience,2018-10-15 13:32:23,Not sure,2018-10-15 13:32:43,"The core ""data.frame"" object lacked functionality that I needed",2018-10-15 13:33:04,3,,,3,2018-10-15 13:33:11,High Priority,2,2018-10-15 13:33:35,,,,Essential,1,2018-10-15 13:33:32,,,,,,,Medium Priority,3,2018-10-15 13:33:43,,,,Not a Priority,5,2018-10-15 13:33:51,Low Priority,4,2018-10-15 13:33:46,,,,,,,,,,,,,2018-10-15 13:33:51,Less than 2 years,2018-10-15 13:33:59,R,,,,,,,,2018-10-15 13:34:05,Data Scientist,2018-10-15 13:34:11,4 - 6,2018-10-15 13:34:25,Not native - full working proficiency,2018-10-15 13:34:36,Male,2018-10-15 13:34:40,35 - 44,2018-10-15 13:34:44
PC,TRUE,2018-10-15 13:54:19,2018-10-15 15:19:07,0,0,2018-10-15 13:54:23,For personal work and/or research use,,,,2018-10-15 13:54:37,Yes,2018-10-15 13:56:42,"The core ""data.frame"" object lacked functionality that I needed",2018-10-15 15:14:10,,8,,8,2018-10-15 15:14:20,Low Priority,2,2018-10-15 15:14:57,Low Priority,9,2018-10-15 15:15:49,Medium Priority,13,2018-10-15 15:16:44,Low Priority,5,2018-10-15 15:15:14,Low Priority,7,2018-10-15 15:15:39,Medium Priority,14,2018-10-15 15:16:50,Low Priority,6,2018-10-15 15:15:33,High Priority,8,2018-10-15 15:15:46,Medium Priority,1,2018-10-15 15:14:52,Medium Priority,12,2018-10-15 15:16:41,Not a Priority,3,2018-10-15 15:15:00,Not a Priority,11,2018-10-15 15:16:35,Not a Priority,10,2018-10-15 15:16:32,2018-10-15 15:16:55,2 - 5 years,2018-10-15 15:17:06,R,,,,,,,,2018-10-15 15:17:12,Data Scientist,2018-10-15 15:17:56,7 - 10,2018-10-15 15:18:38,Not native - full working proficiency,2018-10-15 15:18:55,Female,2018-10-15 15:19:00,25 - 34,2018-10-15 15:19:06
PC,TRUE,2018-10-15 13:56:43,2018-10-15 14:00:15,0,0,2018-10-15 13:56:59,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-15 13:57:14,Not sure,2018-10-15 13:57:55,Chose the package to be compatible with other packages in my project,2018-10-15 13:58:08,,8,,8,2018-10-15 13:58:16,Not a Priority,8,2018-10-15 13:59:05,Not a Priority,7,2018-10-15 13:59:02,Medium Priority,14,2018-10-15 13:59:25,Medium Priority,13,2018-10-15 13:59:20,Low Priority,11,2018-10-15 13:59:13,High Priority,2,2018-10-15 13:58:47,Not a Priority,12,2018-10-15 13:59:16,Medium Priority,6,2018-10-15 13:58:58,Essential,3,2018-10-15 13:58:50,High Priority,4,2018-10-15 13:58:52,Not a Priority,1,2018-10-15 13:58:44,Not a Priority,9,2018-10-15 13:59:10,Low Priority,5,2018-10-15 13:58:55,2018-10-15 13:59:27,2 - 5 years,2018-10-15 13:59:37,,,,,,,,,2018-10-15 13:59:38,Data Scientist,2018-10-15 13:59:48,16 - 25,2018-10-15 13:59:57,Not native - full working proficiency,2018-10-15 14:00:05,Male,2018-10-15 14:00:09,45 - 54,2018-10-15 14:00:13
PC,FALSE,2018-10-15 14:22:03,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-15 14:48:27,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-15 14:54:10,2018-10-15 14:57:23,168,1099,2018-10-15 14:54:40,For personal work and/or research use,,,,2018-10-15 14:55:06,Not sure,2018-10-15 14:55:13,"The core ""data.frame"" object lacked functionality that I needed",2018-10-15 14:55:21,,7,,7,2018-10-15 14:55:28,Medium Priority,12,2018-10-15 14:56:35,Low Priority,5,2018-10-15 14:56:08,Medium Priority,14,2018-10-15 14:56:39,Low Priority,6,2018-10-15 14:56:15,Medium Priority,3,2018-10-15 14:55:53,High Priority,13,2018-10-15 14:56:37,Not a Priority,9,2018-10-15 14:56:19,Essential,4,2018-10-15 14:55:57,Low Priority,11,2018-10-15 14:56:27,Medium Priority,1,2018-10-15 14:55:44,High Priority,8,2018-10-15 14:56:16,Low Priority,15,2018-10-15 14:56:42,Low Priority,17,2018-10-15 14:56:45,2018-10-15 14:56:45,2 - 5 years,2018-10-15 14:56:51,R,,,,,,,,2018-10-15 14:56:55,PhD student,2018-10-15 14:57:05,2 - 3,2018-10-15 14:57:11,Native,2018-10-15 14:57:15,Male,2018-10-15 14:57:18,25 - 34,2018-10-15 14:57:22
PC,FALSE,2018-10-15 15:03:36,,1,4,2018-10-15 15:03:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-15 15:08:51,2018-10-15 15:10:52,0,0,2018-10-15 15:08:56,For personal work and/or research use,,,,2018-10-15 15:09:00,No,2018-10-15 15:09:38,Chose the package to be compatible with other packages in my project,2018-10-15 15:09:47,,,10,10,2018-10-15 15:09:51,,,,,,,,,,,,,High Priority,2,2018-10-15 15:10:06,,,,,,,,,,High Priority,4,2018-10-15 15:10:09,High Priority,1,2018-10-15 15:10:05,,,,,,,,,,2018-10-15 15:10:12,2 - 5 years,2018-10-15 15:10:16,R,,,,,,,Other,2018-10-15 15:10:22,Graduate Student in Educational Psychology,2018-10-15 15:10:35,,2018-10-15 15:10:36,Not native - full working proficiency,2018-10-15 15:10:41,Male,2018-10-15 15:10:45,25 - 34,2018-10-15 15:10:51
PC,TRUE,2018-10-15 15:13:37,2018-10-15 15:27:23,24,49,2018-10-15 15:13:44,For personal work and/or research use,,,,2018-10-15 15:13:51,No,2018-10-15 15:15:00,Chose the package to be compatible with other packages in my project,2018-10-15 15:15:12,,,9,9,2018-10-15 15:15:16,,,,,,,,,,Not a Priority,8,2018-10-15 15:15:49,High Priority,1,2018-10-15 15:15:29,,,,,,,Medium Priority,2,2018-10-15 15:15:32,Essential,3,2018-10-15 15:15:36,High Priority,4,2018-10-15 15:15:39,Not a Priority,7,2018-10-15 15:15:47,Not a Priority,6,2018-10-15 15:15:44,Not a Priority,5,2018-10-15 15:15:41,2018-10-15 15:15:49,Less than 2 years,2018-10-15 15:15:53,R,,,,,,,,2018-10-15 15:15:56,Data Analyst,2018-10-15 15:16:08,2 - 3,2018-10-15 15:16:12,Native,2018-10-15 15:16:22,Male,2018-10-15 15:26:27,25 - 34,2018-10-15 15:27:22
PC,TRUE,2018-10-15 16:22:10,2018-10-15 16:27:12,168,1103,2018-10-15 16:22:26,For personal work and/or research use,,,,2018-10-15 16:22:35,No,2018-10-15 16:23:59,I saw a recommendation for the package,2018-10-15 16:24:38,,7,,7,2018-10-15 16:24:49,Medium Priority,2,2018-10-15 16:25:12,Low Priority,11,2018-10-15 16:26:11,Medium Priority,5,2018-10-15 16:25:33,Medium Priority,3,2018-10-15 16:25:17,High Priority,12,2018-10-15 16:26:17,High Priority,7,2018-10-15 16:25:47,Medium Priority,10,2018-10-15 16:26:04,Essential,13,2018-10-15 16:26:20,High Priority,1,2018-10-15 16:25:09,High Priority,6,2018-10-15 16:25:37,Low Priority,4,2018-10-15 16:25:23,Low Priority,8,2018-10-15 16:25:49,Medium Priority,9,2018-10-15 16:25:54,2018-10-15 16:26:22,2 - 5 years,2018-10-15 16:26:29,R,,,,,,,,2018-10-15 16:26:35,Data Scientist,2018-10-15 16:26:40,2 - 3,2018-10-15 16:26:48,Not native - full working proficiency,2018-10-15 16:26:55,Male,2018-10-15 16:27:05,25 - 34,2018-10-15 16:27:11
PC,TRUE,2018-10-15 17:57:46,2018-10-15 18:00:28,0,0,2018-10-15 17:57:57,,,,For a class that I teach,2018-10-15 17:58:28,No,2018-10-15 17:58:40,"The core ""data.frame"" object lacked functionality that I needed",2018-10-15 17:58:54,,,10,10,2018-10-15 17:58:58,Medium Priority,8,2018-10-15 17:59:35,Low Priority,9,2018-10-15 17:59:36,Low Priority,13,2018-10-15 17:59:45,Low Priority,12,2018-10-15 17:59:43,Medium Priority,7,2018-10-15 17:59:31,High Priority,11,2018-10-15 17:59:41,Not a Priority,2,2018-10-15 17:59:21,High Priority,1,2018-10-15 17:59:18,High Priority,5,2018-10-15 17:59:27,Not a Priority,4,2018-10-15 17:59:25,Not a Priority,6,2018-10-15 17:59:29,Not a Priority,3,2018-10-15 17:59:23,Not a Priority,10,2018-10-15 17:59:38,2018-10-15 17:59:45,13 - 19 years,2018-10-15 17:59:50,R,,,,Javascript,,,,2018-10-15 17:59:56,Professor,2018-10-15 18:00:07,More than 25,2018-10-15 18:00:14,Native,2018-10-15 18:00:19,Male,2018-10-15 18:00:23,35 - 44,2018-10-15 18:00:27
PC,TRUE,2018-10-15 18:00:13,2018-10-15 18:06:22,24,47,2018-10-15 18:00:23,For personal work and/or research use,,,,2018-10-15 18:00:38,Not sure,2018-10-15 18:00:45,faster than the core function,2018-10-15 18:01:12,,,9,9,2018-10-15 18:01:17,,,,Not a Priority,7,2018-10-15 18:01:51,,,,,,,,,,,,,Medium Priority,5,2018-10-15 18:01:45,Essential,1,2018-10-15 18:01:34,,,,Medium Priority,6,2018-10-15 18:01:48,Not a Priority,4,2018-10-15 18:01:43,Not a Priority,3,2018-10-15 18:01:41,Not a Priority,2,2018-10-15 18:01:39,2018-10-15 18:02:55,2 - 5 years,2018-10-15 18:05:46,R,,Java,,,,,,2018-10-15 18:05:54,Postdoc,2018-10-15 18:06:02,2 - 3,2018-10-15 18:06:07,Not native - full working proficiency,2018-10-15 18:06:13,Male,2018-10-15 18:06:17,25 - 34,2018-10-15 18:06:21
PC,FALSE,2018-10-15 18:13:16,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-15 18:13:44,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-15 18:28:28,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-15 18:29:38,,168,1109,2018-10-15 18:29:52,For personal work and/or research use,,,,2018-10-15 18:30:00,Not sure,2018-10-15 18:30:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-15 21:12:21,,24,46,2018-10-15 22:29:20,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-15 22:29:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,TRUE,2018-10-15 21:26:29,2018-10-15 21:30:59,24,47,2018-10-15 21:26:41,For personal work and/or research use,,,,2018-10-15 21:27:21,Not sure,2018-10-15 21:27:40,"The core ""data.frame"" object lacked functionality that I needed",2018-10-15 21:28:15,,7,,7,2018-10-15 21:28:30,,,,,,,,,,,,,,,,,,,,,,High Priority,1,2018-10-15 21:28:44,,,,,,,,,,,,,,,,2018-10-15 21:29:00,6 - 8 years,2018-10-15 21:29:24,R,,,Python,,,C#,,2018-10-15 21:29:37,Quant Analyst,2018-10-15 21:30:07,11 - 15,2018-10-15 21:30:29,Not native - full working proficiency,2018-10-15 21:30:45,Male,2018-10-15 21:30:51,35 - 44,2018-10-15 21:30:57
PC,TRUE,2018-10-15 22:51:45,2018-10-15 22:54:02,24,48,2018-10-15 22:51:54,,"For a wider audience, such as developers of other packages or other software",,,2018-10-15 22:52:08,Yes,2018-10-15 22:52:20,Convenience and speed of iteration,2018-10-15 22:53:02,,,9,9,2018-10-15 22:53:06,,,,,,,High Priority,6,2018-10-15 22:53:32,,,,High Priority,2,2018-10-15 22:53:23,,,,,,,High Priority,4,2018-10-15 22:53:24,Essential,1,2018-10-15 22:53:16,Medium Priority,7,2018-10-15 22:53:34,,,,,,,,,,2018-10-15 22:53:34,2 - 5 years,2018-10-15 22:53:39,R,,,Python,,,,,2018-10-15 22:53:43,Data Scientist,2018-10-15 22:53:45,7 - 10,2018-10-15 22:53:50,Native,2018-10-15 22:53:54,Prefer not to answer,2018-10-15 22:53:57,,2018-10-15 22:54:01
PC,TRUE,2018-10-15 22:51:57,2018-10-15 22:55:10,24,49,2018-10-15 22:52:01,For personal work and/or research use,,,,2018-10-15 22:52:14,Not sure,2018-10-15 22:52:56,"The core ""data.frame"" object lacked functionality that I needed",2018-10-15 22:53:11,,,10,10,2018-10-15 22:53:21,Low Priority,12,2018-10-15 22:54:18,Not a Priority,5,2018-10-15 22:53:54,Essential,4,2018-10-15 22:53:49,Low Priority,10,2018-10-15 22:54:11,Medium Priority,13,2018-10-15 22:54:22,High Priority,9,2018-10-15 22:54:05,Not a Priority,3,2018-10-15 22:53:44,Essential,11,2018-10-15 22:54:14,Low Priority,2,2018-10-15 22:53:39,Medium Priority,1,2018-10-15 22:53:34,Not a Priority,7,2018-10-15 22:54:00,Not a Priority,6,2018-10-15 22:53:58,Not a Priority,8,2018-10-15 22:54:02,2018-10-15 22:54:23,2 - 5 years,2018-10-15 22:54:30,R,,,,,,,,2018-10-15 22:54:36,Data Scientist,2018-10-15 22:54:45,4 - 6,2018-10-15 22:54:51,Native,2018-10-15 22:54:57,Male,2018-10-15 22:55:02,25 - 34,2018-10-15 22:55:09
PC,TRUE,2018-10-16 2:05:50,2018-10-16 2:09:23,168,1114,2018-10-16 2:05:56,For personal work and/or research use,,,,2018-10-16 2:06:08,No,2018-10-16 2:06:29,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 2:06:41,,7,,7,2018-10-16 2:06:52,,,,,,,Medium Priority,1,2018-10-16 2:07:09,,,,Low Priority,3,2018-10-16 2:07:27,,,,,,,Medium Priority,2,2018-10-16 2:07:12,Low Priority,4,2018-10-16 2:07:38,,,,,,,,,,,,,2018-10-16 2:07:47,2 - 5 years,2018-10-16 2:08:05,R,C/C++,Java,Python,Javascript,,,,2018-10-16 2:08:40,Data Scientist,2018-10-16 2:08:55,11 - 15,2018-10-16 2:09:05,Native,2018-10-16 2:09:11,Male,2018-10-16 2:09:15,25 - 34,2018-10-16 2:09:22
PC,TRUE,2018-10-16 3:52:34,2018-10-16 3:56:49,168,1115,2018-10-16 3:52:38,For personal work and/or research use,,,,2018-10-16 3:53:07,Yes,2018-10-16 3:54:05,I saw a recommendation for the package,2018-10-16 3:54:17,,7,,7,2018-10-16 3:54:27,Essential,1,2018-10-16 3:54:53,Low Priority,9,2018-10-16 3:55:23,High Priority,2,2018-10-16 3:55:00,Medium Priority,10,2018-10-16 3:55:27,Medium Priority,13,2018-10-16 3:55:38,High Priority,11,2018-10-16 3:55:31,Low Priority,12,2018-10-16 3:55:36,Essential,3,2018-10-16 3:55:03,Medium Priority,4,2018-10-16 3:55:06,Low Priority,8,2018-10-16 3:55:18,Not a Priority,6,2018-10-16 3:55:13,Not a Priority,7,2018-10-16 3:55:15,Not a Priority,5,2018-10-16 3:55:12,2018-10-16 3:55:38,2 - 5 years,2018-10-16 3:55:53,R,,,,,,,,2018-10-16 3:56:03,PhD student in Ecology,2018-10-16 3:56:21,1,2018-10-16 3:56:31,Not native - full working proficiency,2018-10-16 3:56:40,Female,2018-10-16 3:56:43,25 - 34,2018-10-16 3:56:48
PC,TRUE,2018-10-16 6:25:23,2018-10-16 6:34:29,0,0,2018-10-16 6:25:40,For personal work and/or research use,,,,2018-10-16 6:26:15,No,2018-10-16 6:26:23,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 6:28:26,,8,,8,2018-10-16 6:28:45,Medium Priority,2,2018-10-16 6:29:35,Low Priority,5,2018-10-16 6:30:16,Medium Priority,3,2018-10-16 6:29:52,Medium Priority,6,2018-10-16 6:30:21,High Priority,13,2018-10-16 6:30:57,Not a Priority,17,2018-10-16 6:31:32,Low Priority,7,2018-10-16 6:30:27,Essential,9,2018-10-16 6:30:40,Medium Priority,11,2018-10-16 6:30:53,Low Priority,19,2018-10-16 6:31:43,High Priority,1,2018-10-16 6:29:18,Not a Priority,15,2018-10-16 6:31:17,High Priority,4,2018-10-16 6:30:06,2018-10-16 6:32:06,2 - 5 years,2018-10-16 6:32:18,R,C/C++,,Python,,,,,2018-10-16 6:32:35,Biologist,2018-10-16 6:33:00,4 - 6,2018-10-16 6:34:01,Not native - sufficient working proficiency,2018-10-16 6:34:17,Male,2018-10-16 6:34:24,25 - 34,2018-10-16 6:34:28
Phone,TRUE,2018-10-16 7:03:03,2018-10-16 7:05:59,0,0,2018-10-16 7:03:07,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-16 7:04:10,Not sure,2018-10-16 7:04:20,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 7:04:37,5,,,5,2018-10-16 7:04:44,,,,,,,,,,,,,High Priority,2,2018-10-16 7:05:04,,,,,,,High Priority,3,2018-10-16 7:05:07,,,,High Priority,1,2018-10-16 7:04:55,,,,,,,,,,2018-10-16 7:05:10,2 - 5 years,2018-10-16 7:05:19,R,,,,,,,,2018-10-16 7:05:25,Data Scientist,2018-10-16 7:05:30,2 - 3,2018-10-16 7:05:38,Not native - full working proficiency,2018-10-16 7:05:47,Male,2018-10-16 7:05:50,35 - 44,2018-10-16 7:05:58
PC,TRUE,2018-10-16 8:52:48,2018-10-16 8:55:03,1,1,2018-10-16 8:52:54,,,,,2018-10-16 8:52:55,No,2018-10-16 8:53:02,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 8:53:18,,,10,10,2018-10-16 8:53:24,,,,,,,High Priority,4,2018-10-16 8:54:12,,,,,,,,,,,,,High Priority,1,2018-10-16 8:53:55,High Priority,2,2018-10-16 8:53:59,High Priority,3,2018-10-16 8:54:02,,,,,,,,,,2018-10-16 8:54:15,2 - 5 years,2018-10-16 8:54:22,R,,,,,,,,2018-10-16 8:54:28,Data Scientist,2018-10-16 8:54:31,4 - 6,2018-10-16 8:54:44,Not native - full working proficiency,2018-10-16 8:54:52,Male,2018-10-16 8:54:57,35 - 44,2018-10-16 8:55:03
PC,TRUE,2018-10-16 9:01:04,2018-10-16 9:03:18,1,2,2018-10-16 9:01:14,For personal work and/or research use,,,,2018-10-16 9:01:22,Not sure,2018-10-16 9:01:30,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 9:01:45,6,,,6,2018-10-16 9:01:51,,,,,,,,,,,,,,,,High Priority,2,2018-10-16 9:02:18,,,,Essential,1,2018-10-16 9:02:03,Medium Priority,3,2018-10-16 9:02:24,,,,,,,,,,,,,2018-10-16 9:02:25,2 - 5 years,2018-10-16 9:02:34,R,,,,,,,,2018-10-16 9:02:38,Statistician,2018-10-16 9:02:49,1,2018-10-16 9:02:57,Not native - sufficient working proficiency,2018-10-16 9:03:07,Male,2018-10-16 9:03:13,25 - 34,2018-10-16 9:03:17
PC,TRUE,2018-10-16 11:07:12,2018-10-16 11:10:07,1,1,2018-10-16 11:07:25,For personal work and/or research use,,,,2018-10-16 11:07:33,No,2018-10-16 11:07:45,I saw a recommendation for the package,2018-10-16 11:08:00,,,10,10,2018-10-16 11:08:05,Essential,2,2018-10-16 11:08:37,Medium Priority,10,2018-10-16 11:09:08,Essential,3,2018-10-16 11:08:41,High Priority,11,2018-10-16 11:09:12,Medium Priority,6,2018-10-16 11:08:53,High Priority,12,2018-10-16 11:09:17,,,,,,,Medium Priority,8,2018-10-16 11:08:59,High Priority,1,2018-10-16 11:08:32,Low Priority,5,2018-10-16 11:08:47,Low Priority,9,2018-10-16 11:09:03,Low Priority,7,2018-10-16 11:08:56,2018-10-16 11:09:17,Less than 2 years,2018-10-16 11:09:24,R,,,,,,,,2018-10-16 11:09:29,Graduate Research Assistant,2018-10-16 11:09:43,1,2018-10-16 11:09:50,Not native - full working proficiency,2018-10-16 11:09:58,Female,2018-10-16 11:10:02,25 - 34,2018-10-16 11:10:06
PC,TRUE,2018-10-16 11:17:38,2018-10-16 11:20:48,168,1121,2018-10-16 11:17:52,For personal work and/or research use,,,,2018-10-16 11:18:04,Yes,2018-10-16 11:19:04,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 11:19:14,,,9,9,2018-10-16 11:19:20,Medium Priority,1,2018-10-16 11:19:38,Low Priority,12,2018-10-16 11:20:02,Medium Priority,2,2018-10-16 11:19:41,Not a Priority,4,2018-10-16 11:19:45,Medium Priority,11,2018-10-16 11:20:00,High Priority,9,2018-10-16 11:19:55,Medium Priority,13,2018-10-16 11:20:05,Essential,5,2018-10-16 11:19:47,Essential,6,2018-10-16 11:19:49,Medium Priority,10,2018-10-16 11:19:59,Not a Priority,7,2018-10-16 11:19:50,Not a Priority,8,2018-10-16 11:19:51,Not a Priority,3,2018-10-16 11:19:44,2018-10-16 11:20:06,2 - 5 years,2018-10-16 11:20:12,R,,,Python,,,,,2018-10-16 11:20:21,Data Scientist,2018-10-16 11:20:25,7 - 10,2018-10-16 11:20:35,Not native - full working proficiency,2018-10-16 11:20:40,Male,2018-10-16 11:20:43,18 - 24,2018-10-16 11:20:48
PC,TRUE,2018-10-16 12:55:47,2018-10-16 12:58:04,0,0,2018-10-16 12:55:56,For personal work and/or research use,,,,2018-10-16 12:56:16,Yes,2018-10-16 12:56:31,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 12:56:52,,,9,9,2018-10-16 12:56:58,,,,,,,,,,,,,,,,,,,,,,Essential,2,2018-10-16 12:57:20,,,,,,,,,,,,,,,,2018-10-16 12:57:28,9 - 12 years,2018-10-16 12:57:34,R,,,,,,,,2018-10-16 12:57:38,Data Scientist,2018-10-16 12:57:42,11 - 15,2018-10-16 12:57:51,Native,2018-10-16 12:57:56,Male,2018-10-16 12:58:00,35 - 44,2018-10-16 12:58:03
PC,FALSE,2018-10-16 12:55:53,,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-16 12:58:08,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
